Frase,Sentimiento,Etiqueta
mi experiencia con el producto fue todo de lujo,Positivo,0
el servicio fue muy recomendable,Positivo,0
el trámite fue pésimo servicio,Negativo,1
la aplicación fue pésimo servicio,Negativo,1
el trámite fue no cumplió,Negativo,1
mi experiencia con la experiencia fue me dejó satisfecho,Positivo,0
el sistema fue pésimo,Negativo,1
la plataforma fue todo salió bien,Positivo,0
lamentablemente el servicio fue malísimo,Negativo,1
el servicio fue experiencia horrible,Negativo,1
en general el producto fue padrísimo,Positivo,0
lamentablemente el trámite fue pésimo,Negativo,1
el proceso fue todo salió excelente,Positivo,0
lamentablemente el proceso fue me fue mal,Negativo,1
la atención fue muy bien hecho,Positivo,0
mi experiencia con el sistema fue cumple totalmente,Positivo,0
mi experiencia con la aplicación fue excelente,Positivo,0
mi experiencia con el sistema fue muy flojo,Negativo,1
mi experiencia con el servicio fue recomendadísimo,Positivo,0
la compra estuvo funciona mal,Negativo,1
el proceso estuvo jala bien,Positivo,0
lamentablemente el trámite fue está horrible,Negativo,1
el producto fue está chido,Positivo,0
en general la plataforma fue no vale la pena,Negativo,1
el proceso estuvo no sirve,Negativo,1
la compra estuvo muy bien logrado,Positivo,0
mi experiencia con el producto fue me encantó,Positivo,0
el proceso estuvo malísimo,Negativo,1
en general el servicio fue pésimo,Negativo,1
lamentablemente el servicio fue muy deficiente,Negativo,1
la atención fue experiencia horrible,Negativo,1
en general el servicio fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue me dejó molesto,Negativo,1
lamentablemente la atención fue mala experiencia,Negativo,1
la compra fue muy malo,Negativo,1
la plataforma fue bien padre,Positivo,0
en general el proceso fue experiencia horrible,Negativo,1
la atención fue genial,Positivo,0
mi experiencia con el trámite fue una maravilla,Positivo,0
en general la plataforma fue me dejó contento,Positivo,0
mi experiencia con el producto fue me dejó satisfecho,Positivo,0
el producto estuvo cumple totalmente,Positivo,0
la atención fue excelente,Positivo,0
la atención estuvo me gustó mucho,Positivo,0
el sistema estuvo malísimo,Negativo,1
mi experiencia con la aplicación fue me sacó de quicio,Negativo,1
el trámite fue padrísimo,Positivo,0
lamentablemente el proceso fue una pérdida de tiempo,Negativo,1
lamentablemente el proceso fue funciona mal,Negativo,1
el sistema fue muy mala atención,Negativo,1
mi experiencia con el trámite fue genial,Positivo,0
el sistema estuvo horrible,Negativo,1
la experiencia fue no vale la pena,Negativo,1
la verdad la compra fue genial,Positivo,0
el servicio estuvo genial,Positivo,0
la compra fue me dejó molesto,Negativo,1
el proceso fue pésimo servicio,Negativo,1
el producto estuvo de lo mejor,Positivo,0
la verdad el producto fue todo salió excelente,Positivo,0
la aplicación estuvo muy malo,Negativo,1
mi experiencia con la compra fue malísimo,Negativo,1
mi experiencia con la aplicación fue terrible,Negativo,1
mi experiencia con la aplicación fue está chido,Positivo,0
mi experiencia con la plataforma fue cumple totalmente,Positivo,0
lamentablemente el trámite fue funciona fatal,Negativo,1
lamentablemente el producto fue no lo recomiendo,Negativo,1
en general el sistema fue sin problemas,Positivo,0
la atención fue rápido y eficiente,Positivo,0
la atención estuvo me dejó molesto,Negativo,1
el servicio estuvo decepcionante,Negativo,1
el sistema fue muy lento,Negativo,1
el proceso estuvo funciona fatal,Negativo,1
mi experiencia con el producto fue muy malo,Negativo,1
la atención fue me hizo perder tiempo,Negativo,1
la verdad el proceso fue me dejó contento,Positivo,0
mi experiencia con la plataforma fue me sacó de quicio,Negativo,1
la plataforma fue me dejó satisfecho,Positivo,0
mi experiencia con la experiencia fue me dejó contento,Positivo,0
mi experiencia con la plataforma fue me sorprendió,Positivo,0
lamentablemente el proceso fue me dejó molesto,Negativo,1
la plataforma fue me fue mal,Negativo,1
mi experiencia con el proceso fue muy lento,Negativo,1
mi experiencia con el producto fue jala bien,Positivo,0
la aplicación fue una porquería,Negativo,1
la verdad el trámite fue me fue excelente,Positivo,0
la verdad el trámite fue bien padre,Positivo,0
la aplicación fue genial,Positivo,0
la aplicación fue fatal,Negativo,1
en general la aplicación fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue mala experiencia,Negativo,1
la compra fue me sorprendió,Positivo,0
en general el proceso fue fatal,Negativo,1
en general el trámite fue decepcionante,Negativo,1
la verdad el proceso fue funciona perfecto,Positivo,0
el servicio fue una joya,Positivo,0
mi experiencia con el proceso fue me gustó mucho,Positivo,0
la plataforma estuvo cumple totalmente,Positivo,0
el trámite estuvo muy deficiente,Negativo,1
el proceso fue no cumplió,Negativo,1
en general la plataforma fue muy bueno,Positivo,0
el servicio estuvo muy chafa,Negativo,1
lamentablemente el trámite fue me hizo perder tiempo,Negativo,1
el servicio estuvo nada recomendable,Negativo,1
la experiencia fue está horrible,Negativo,1
la verdad el servicio fue sin problemas,Positivo,0
en general la aplicación fue me dejó molesto,Negativo,1
mi experiencia con el sistema fue no vale la pena,Negativo,1
la verdad la atención fue me sorprendió,Positivo,0
la verdad el servicio fue está chido,Positivo,0
la aplicación fue todo salió bien,Positivo,0
la verdad la aplicación fue me encantó,Positivo,0
la verdad el proceso fue muy bien hecho,Positivo,0
el producto estuvo de primera,Positivo,0
en general el producto fue está chido,Positivo,0
el proceso estuvo muy bien logrado,Positivo,0
lamentablemente la experiencia fue muy malo,Negativo,1
la experiencia estuvo una porquería,Negativo,1
la verdad la experiencia fue rápido y eficiente,Positivo,0
mi experiencia con el trámite fue está chido,Positivo,0
la experiencia fue una basura,Negativo,1
en general el trámite fue mal atendido,Negativo,1
en general el proceso fue bien padre,Positivo,0
la aplicación fue una pérdida de tiempo,Negativo,1
lamentablemente la atención fue nada recomendable,Negativo,1
mi experiencia con la compra fue muy flojo,Negativo,1
en general la aplicación fue muy chafa,Negativo,1
en general la compra fue nada recomendable,Negativo,1
en general la experiencia fue está chido,Positivo,0
lamentablemente el producto fue no sirve,Negativo,1
en general la compra fue está chido,Positivo,0
el trámite estuvo experiencia horrible,Negativo,1
la atención estuvo me decepcionó,Negativo,1
la plataforma fue excelente,Positivo,0
en general el proceso fue no cumplió,Negativo,1
la verdad el producto fue sin problemas,Positivo,0
en general el producto fue muy mala atención,Negativo,1
lamentablemente la aplicación fue muy flojo,Negativo,1
mi experiencia con el servicio fue muy lento,Negativo,1
en general la atención fue una maravilla,Positivo,0
mi experiencia con el proceso fue muy satisfecho,Positivo,0
la verdad la aplicación fue muy recomendable,Positivo,0
en general la experiencia fue una porquería,Negativo,1
la atención estuvo terrible,Negativo,1
el sistema fue horrible,Negativo,1
mi experiencia con el servicio fue frustrante,Negativo,1
el producto fue me dejó contento,Positivo,0
el proceso estuvo una basura,Negativo,1
el producto fue me fue mal,Negativo,1
en general el sistema fue me dejó molesto,Negativo,1
lamentablemente la aplicación fue pésimo servicio,Negativo,1
la atención estuvo funciona mal,Negativo,1
lamentablemente la compra fue muy malo,Negativo,1
la verdad la experiencia fue funciona al cien,Positivo,0
en general el servicio fue malísimo,Negativo,1
mi experiencia con el proceso fue todo de lujo,Positivo,0
lamentablemente el trámite fue me fue mal,Negativo,1
la aplicación estuvo muy deficiente,Negativo,1
el servicio estuvo muy buen servicio,Positivo,0
mi experiencia con la aplicación fue todo salió excelente,Positivo,0
lamentablemente la atención fue mal atendido,Negativo,1
mi experiencia con la compra fue quedé muy conforme,Positivo,0
el sistema fue muy malo,Negativo,1
en general el proceso fue una porquería,Negativo,1
mi experiencia con la compra fue no sirve,Negativo,1
lamentablemente el trámite fue un desastre,Negativo,1
mi experiencia con el producto fue todo salió excelente,Positivo,0
el servicio estuvo terrible,Negativo,1
lamentablemente el sistema fue mal atendido,Negativo,1
la atención estuvo padrísimo,Positivo,0
en general el trámite fue sin problemas,Positivo,0
la verdad el producto fue cumple totalmente,Positivo,0
lamentablemente la experiencia fue malísimo,Negativo,1
la plataforma estuvo me sacó de quicio,Negativo,1
la atención fue pésimo,Negativo,1
la compra estuvo frustrante,Negativo,1
en general la atención fue de lo mejor,Positivo,0
lamentablemente el trámite fue nada recomendable,Negativo,1
mi experiencia con el producto fue frustrante,Negativo,1
la verdad la atención fue me dejó contento,Positivo,0
el sistema estuvo todo perfecto,Positivo,0
la experiencia fue rápido y eficiente,Positivo,0
en general el servicio fue muy bien logrado,Positivo,0
en general la atención fue funciona perfecto,Positivo,0
el sistema fue funciona al cien,Positivo,0
el producto estuvo fatal,Negativo,1
mi experiencia con la aplicación fue muy recomendable,Positivo,0
la verdad el proceso fue todo de lujo,Positivo,0
el proceso fue muy bien logrado,Positivo,0
el proceso estuvo muy flojo,Negativo,1
en general el proceso fue todo salió excelente,Positivo,0
en general el proceso fue horrible,Negativo,1
la verdad el trámite fue está chido,Positivo,0
el proceso estuvo una maravilla,Positivo,0
mi experiencia con el producto fue una basura,Negativo,1
el servicio estuvo pésimo,Negativo,1
mi experiencia con el sistema fue recomendadísimo,Positivo,0
mi experiencia con el proceso fue padrísimo,Positivo,0
mi experiencia con la experiencia fue muy chafa,Negativo,1
el producto estuvo me dejó contento,Positivo,0
el servicio estuvo muy bueno,Positivo,0
la experiencia fue mal atendido,Negativo,1
la verdad el producto fue me dejó satisfecho,Positivo,0
el proceso estuvo una porquería,Negativo,1
la compra estuvo una pérdida de tiempo,Negativo,1
el proceso estuvo de primera,Positivo,0
la aplicación estuvo funciona mal,Negativo,1
la compra estuvo todo perfecto,Positivo,0
lamentablemente el proceso fue pésimo,Negativo,1
el sistema estuvo muy lento,Negativo,1
la aplicación fue muy bien logrado,Positivo,0
en general el servicio fue está horrible,Negativo,1
el trámite estuvo una maravilla,Positivo,0
mi experiencia con el proceso fue no lo recomiendo,Negativo,1
el proceso estuvo muy satisfecho,Positivo,0
en general la atención fue horrible,Negativo,1
la verdad el producto fue funciona al cien,Positivo,0
la verdad el producto fue todo de lujo,Positivo,0
en general la compra fue vale la pena,Positivo,0
en general la atención fue quedé muy conforme,Positivo,0
la verdad el producto fue muy bien logrado,Positivo,0
mi experiencia con la aplicación fue vale la pena,Positivo,0
mi experiencia con la aplicación fue me sorprendió,Positivo,0
mi experiencia con el sistema fue excelente,Positivo,0
en general la compra fue muy satisfecho,Positivo,0
en general el servicio fue fatal,Negativo,1
en general la plataforma fue sin problemas,Positivo,0
la plataforma fue frustrante,Negativo,1
la plataforma fue no lo recomiendo,Negativo,1
la compra estuvo cumple totalmente,Positivo,0
la aplicación fue muy bueno,Positivo,0
la verdad la aplicación fue excelente,Positivo,0
lamentablemente la aplicación fue me dejó molesto,Negativo,1
mi experiencia con la experiencia fue muy mal hecho,Negativo,1
la aplicación estuvo sin problemas,Positivo,0
en general la atención fue me fue mal,Negativo,1
mi experiencia con la aplicación fue me gustó mucho,Positivo,0
la verdad el proceso fue una maravilla,Positivo,0
mi experiencia con la compra fue me gustó mucho,Positivo,0
el proceso fue muy flojo,Negativo,1
en general el proceso fue no vale la pena,Negativo,1
la verdad el proceso fue todo perfecto,Positivo,0
el trámite estuvo muy bueno,Positivo,0
el sistema fue sin problemas,Positivo,0
en general la plataforma fue muy deficiente,Negativo,1
la compra fue muy flojo,Negativo,1
en general el proceso fue de lo mejor,Positivo,0
el sistema estuvo pésimo servicio,Negativo,1
la plataforma estuvo está horrible,Negativo,1
la plataforma fue muy malo,Negativo,1
el servicio estuvo muy deficiente,Negativo,1
mi experiencia con la aplicación fue pésimo,Negativo,1
la aplicación estuvo me hizo perder tiempo,Negativo,1
en general el proceso fue muy buen servicio,Positivo,0
la verdad el trámite fue todo salió excelente,Positivo,0
mi experiencia con el sistema fue me decepcionó,Negativo,1
mi experiencia con el trámite fue excelente,Positivo,0
el producto fue genial,Positivo,0
mi experiencia con la aplicación fue malísimo,Negativo,1
la verdad el proceso fue está chido,Positivo,0
lamentablemente la plataforma fue me sacó de quicio,Negativo,1
lamentablemente el proceso fue decepcionante,Negativo,1
mi experiencia con el sistema fue mala experiencia,Negativo,1
mi experiencia con el servicio fue pésimo,Negativo,1
en general el servicio fue me sacó de quicio,Negativo,1
el servicio fue sin problemas,Positivo,0
la plataforma fue muy buen servicio,Positivo,0
la verdad el producto fue muy recomendable,Positivo,0
mi experiencia con la aplicación fue me hizo perder tiempo,Negativo,1
la plataforma fue muy chafa,Negativo,1
la verdad el sistema fue una joya,Positivo,0
mi experiencia con la aplicación fue cumple totalmente,Positivo,0
el trámite estuvo muy mal hecho,Negativo,1
lamentablemente el servicio fue nada recomendable,Negativo,1
la verdad la plataforma fue una joya,Positivo,0
la atención estuvo vale la pena,Positivo,0
en general la experiencia fue me encantó,Positivo,0
mi experiencia con el trámite fue terrible,Negativo,1
el sistema fue me dejó satisfecho,Positivo,0
en general la experiencia fue todo salió bien,Positivo,0
el trámite estuvo un desastre,Negativo,1
el proceso fue muy lento,Negativo,1
la aplicación estuvo muy mal hecho,Negativo,1
la verdad la plataforma fue recomendadísimo,Positivo,0
la plataforma fue muy deficiente,Negativo,1
la aplicación fue una maravilla,Positivo,0
la plataforma fue muy lento,Negativo,1
la plataforma fue una maravilla,Positivo,0
la aplicación fue me dejó satisfecho,Positivo,0
en general la plataforma fue me dejó molesto,Negativo,1
el servicio fue me dejó molesto,Negativo,1
lamentablemente la plataforma fue no vale la pena,Negativo,1
lamentablemente la experiencia fue decepcionante,Negativo,1
mi experiencia con el sistema fue está chido,Positivo,0
lamentablemente el servicio fue muy malo,Negativo,1
el sistema estuvo muy malo,Negativo,1
en general la experiencia fue recomendadísimo,Positivo,0
la compra estuvo experiencia horrible,Negativo,1
la compra estuvo funciona fatal,Negativo,1
mi experiencia con la compra fue muy malo,Negativo,1
mi experiencia con el sistema fue me sorprendió,Positivo,0
en general el servicio fue me fue mal,Negativo,1
la atención fue funciona perfecto,Positivo,0
mi experiencia con la experiencia fue mala experiencia,Negativo,1
la compra estuvo me decepcionó,Negativo,1
en general la atención fue me hizo perder tiempo,Negativo,1
la compra fue malísimo,Negativo,1
en general el producto fue muy malo,Negativo,1
lamentablemente el servicio fue decepcionante,Negativo,1
la verdad la experiencia fue funciona perfecto,Positivo,0
lamentablemente el producto fue mal atendido,Negativo,1
la verdad la experiencia fue todo perfecto,Positivo,0
la verdad el proceso fue muy bien logrado,Positivo,0
la experiencia estuvo me encantó,Positivo,0
la plataforma fue fatal,Negativo,1
en general la aplicación fue muy bien logrado,Positivo,0
en general el trámite fue jala bien,Positivo,0
la compra estuvo una basura,Negativo,1
la aplicación fue sin problemas,Positivo,0
la plataforma fue horrible,Negativo,1
mi experiencia con la atención fue está horrible,Negativo,1
en general el trámite fue está chido,Positivo,0
en general la compra fue quedé muy conforme,Positivo,0
en general el sistema fue muy mala atención,Negativo,1
mi experiencia con el servicio fue de primera,Positivo,0
mi experiencia con la atención fue muy mal hecho,Negativo,1
el trámite fue todo salió excelente,Positivo,0
mi experiencia con la compra fue muy mal hecho,Negativo,1
en general la experiencia fue quedé muy conforme,Positivo,0
mi experiencia con la experiencia fue funciona perfecto,Positivo,0
la experiencia fue muy mal hecho,Negativo,1
la verdad el sistema fue de primera,Positivo,0
la experiencia estuvo me hizo perder tiempo,Negativo,1
el sistema estuvo muy buena experiencia,Positivo,0
el trámite estuvo funciona perfecto,Positivo,0
la verdad la plataforma fue muy bueno,Positivo,0
en general la atención fue una joya,Positivo,0
mi experiencia con la plataforma fue experiencia horrible,Negativo,1
en general el producto fue muy deficiente,Negativo,1
la plataforma estuvo quedé muy conforme,Positivo,0
la compra fue rápido y eficiente,Positivo,0
la experiencia fue bien padre,Positivo,0
mi experiencia con el proceso fue fatal,Negativo,1
el sistema fue me dejó contento,Positivo,0
mi experiencia con el producto fue terrible,Negativo,1
la plataforma fue muy bien logrado,Positivo,0
lamentablemente la atención fue no lo recomiendo,Negativo,1
la atención estuvo funciona perfecto,Positivo,0
el servicio estuvo una joya,Positivo,0
mi experiencia con el proceso fue muy bueno,Positivo,0
mi experiencia con la plataforma fue pésimo servicio,Negativo,1
el producto estuvo me sacó de quicio,Negativo,1
en general el sistema fue muy bueno,Positivo,0
la aplicación fue está chido,Positivo,0
mi experiencia con el trámite fue me sorprendió,Positivo,0
en general el sistema fue me hizo perder tiempo,Negativo,1
la plataforma estuvo muy buen servicio,Positivo,0
en general la compra fue una porquería,Negativo,1
el proceso fue padrísimo,Positivo,0
la atención fue funciona mal,Negativo,1
mi experiencia con la aplicación fue muy malo,Negativo,1
en general la experiencia fue pésimo servicio,Negativo,1
mi experiencia con el servicio fue vale la pena,Positivo,0
el sistema fue me sorprendió,Positivo,0
lamentablemente el sistema fue no vale la pena,Negativo,1
la verdad la aplicación fue me sorprendió,Positivo,0
en general la compra fue no sirve,Negativo,1
la compra fue me fue excelente,Positivo,0
la experiencia estuvo muy lento,Negativo,1
la verdad la compra fue funciona al cien,Positivo,0
el trámite fue me dejó molesto,Negativo,1
mi experiencia con el sistema fue me hizo perder tiempo,Negativo,1
mi experiencia con el proceso fue malísimo,Negativo,1
el trámite estuvo una pérdida de tiempo,Negativo,1
lamentablemente la atención fue muy mala atención,Negativo,1
la atención estuvo todo perfecto,Positivo,0
lamentablemente la atención fue muy mal hecho,Negativo,1
en general el producto fue muy flojo,Negativo,1
el producto fue me sorprendió,Positivo,0
el producto fue me hizo perder tiempo,Negativo,1
en general la compra fue muy bien hecho,Positivo,0
la experiencia estuvo me fue mal,Negativo,1
en general el trámite fue muy flojo,Negativo,1
en general la atención fue experiencia horrible,Negativo,1
el producto estuvo muy bien logrado,Positivo,0
mi experiencia con la aplicación fue frustrante,Negativo,1
la verdad la aplicación fue me gustó mucho,Positivo,0
el trámite estuvo no cumplió,Negativo,1
en general la compra fue me encantó,Positivo,0
el servicio estuvo me dejó molesto,Negativo,1
en general el producto fue muy recomendable,Positivo,0
mi experiencia con el proceso fue nada recomendable,Negativo,1
la plataforma estuvo no vale la pena,Negativo,1
la compra fue funciona mal,Negativo,1
mi experiencia con la atención fue padrísimo,Positivo,0
lamentablemente el servicio fue no lo recomiendo,Negativo,1
la plataforma fue está chido,Positivo,0
mi experiencia con la plataforma fue me decepcionó,Negativo,1
mi experiencia con la atención fue me decepcionó,Negativo,1
en general el sistema fue no vale la pena,Negativo,1
en general el trámite fue vale la pena,Positivo,0
mi experiencia con la experiencia fue muy bien logrado,Positivo,0
el trámite estuvo está horrible,Negativo,1
en general el sistema fue todo salió bien,Positivo,0
el producto fue no sirve,Negativo,1
el servicio estuvo de lo mejor,Positivo,0
el proceso fue mal atendido,Negativo,1
mi experiencia con la experiencia fue bien padre,Positivo,0
mi experiencia con el trámite fue todo salió excelente,Positivo,0
el producto estuvo decepcionante,Negativo,1
la plataforma fue cumple totalmente,Positivo,0
el trámite fue me fue excelente,Positivo,0
en general el producto fue una basura,Negativo,1
en general el trámite fue frustrante,Negativo,1
la aplicación fue me dejó contento,Positivo,0
lamentablemente el producto fue muy mala atención,Negativo,1
mi experiencia con el sistema fue todo perfecto,Positivo,0
el proceso fue no lo recomiendo,Negativo,1
el proceso fue jala bien,Positivo,0
el servicio fue todo salió excelente,Positivo,0
el trámite estuvo muy mala atención,Negativo,1
lamentablemente la aplicación fue una pérdida de tiempo,Negativo,1
el proceso estuvo muy mala atención,Negativo,1
la experiencia fue muy lento,Negativo,1
en general la aplicación fue cumple totalmente,Positivo,0
la atención fue todo de lujo,Positivo,0
la verdad la compra fue padrísimo,Positivo,0
la experiencia estuvo me dejó contento,Positivo,0
la experiencia estuvo muy deficiente,Negativo,1
la verdad el proceso fue de primera,Positivo,0
mi experiencia con la compra fue muy mala atención,Negativo,1
el trámite fue todo salió bien,Positivo,0
el trámite fue cumple totalmente,Positivo,0
mi experiencia con la compra fue todo perfecto,Positivo,0
el sistema fue una joya,Positivo,0
la aplicación estuvo una pérdida de tiempo,Negativo,1
