Frase,Sentimiento,Etiqueta
mi experiencia con la atención fue anda mal,Negativo,1
la verdad el producto fue mucho mejor de lo esperado,Positivo,0
en general la compra fue flojo,Negativo,1
el trámite fue mal atendido,Negativo,1
el producto estuvo malísimo,Negativo,1
la plataforma fue experiencia horrible,Negativo,1
la aplicación estuvo una porquería,Negativo,1
mi experiencia con la experiencia fue me dejó caliente,Negativo,1
la aplicación fue de lujo,Positivo,0
mi opinión es que el proceso fue impecable,Positivo,0
el producto fue flojo,Negativo,1
el sistema fue pésimo,Negativo,1
mi opinión es que la aplicación fue mucho mejor de lo esperado,Positivo,0
el trámite estuvo recomendable,Positivo,0
mi experiencia con el trámite fue lento,Negativo,1
lamentablemente el servicio fue un desastre,Negativo,1
en general la plataforma fue de lujo,Positivo,0
el producto estuvo re bueno,Positivo,0
en general la atención fue todo de primera,Positivo,0
lamentablemente la compra fue mal atendido,Negativo,1
la experiencia estuvo una decepción,Negativo,1
la compra fue cumple al 100,Positivo,0
mi experiencia con el servicio fue funciona mal,Negativo,1
mi opinión es que el sistema fue me sorprendió para bien,Positivo,0
la verdad la compra fue joya,Positivo,0
lamentablemente la compra fue una porquería,Negativo,1
el trámite fue muy desprolijo,Negativo,1
el sistema estuvo anda bárbaro,Positivo,0
la experiencia fue funciona mal,Negativo,1
en general el producto fue buenísimo,Positivo,0
mi opinión es que la aplicación fue todo de primera,Positivo,0
la experiencia fue una masa,Positivo,0
en general el producto fue espectacular,Positivo,0
mi experiencia con el servicio fue mal atendido,Negativo,1
el proceso estuvo muy buena onda,Positivo,0
el servicio fue anda para atrás,Negativo,1
en general la experiencia fue no cumple para nada,Negativo,1
mi experiencia con el sistema fue horrible,Negativo,1
la experiencia estuvo ineficiente,Negativo,1
en general el trámite fue muy mal hecho,Negativo,1
en general el trámite fue anda para atrás,Negativo,1
la compra fue vale la pena,Positivo,0
en general la aplicación fue recomendable,Positivo,0
mi experiencia con el servicio fue de terror,Negativo,1
el servicio fue re piola,Positivo,0
mi opinión es que la compra fue rápido y eficaz,Positivo,0
la verdad la atención fue anda perfecto,Positivo,0
en general el trámite fue buenísimo,Positivo,0
la verdad el producto fue de diez,Positivo,0
la compra estuvo desastroso,Negativo,1
la aplicación fue no cumple para nada,Negativo,1
en general la atención fue una decepción,Negativo,1
en general la aplicación fue de terror,Negativo,1
lamentablemente el producto fue una porquería,Negativo,1
mi experiencia con la aplicación fue poco serio,Negativo,1
en general el servicio fue funciona perfecto,Positivo,0
lamentablemente la plataforma fue funciona mal,Negativo,1
el proceso fue no cumple para nada,Negativo,1
el sistema fue desastroso,Negativo,1
el proceso estuvo de terror,Negativo,1
la verdad el trámite fue copado,Positivo,0
en general el trámite fue muy flojo,Negativo,1
mi experiencia con la experiencia fue mal atendido,Negativo,1
mi experiencia con la atención fue re lento,Negativo,1
lamentablemente la compra fue muy flojo,Negativo,1
lamentablemente el proceso fue pésimo,Negativo,1
en general el proceso fue me encantó,Positivo,0
en general la atención fue no recomendable,Negativo,1
la verdad el proceso fue muy buena onda,Positivo,0
la experiencia fue una maravilla,Positivo,0
en general el producto fue cumple de sobra,Positivo,0
en general la aplicación fue una masa,Positivo,0
mi opinión es que la experiencia fue joya,Positivo,0
la verdad la plataforma fue rápido y eficaz,Positivo,0
el trámite estuvo me sorprendió para bien,Positivo,0
en general el producto fue una masa,Positivo,0
en general el servicio fue recomendable,Positivo,0
lamentablemente la experiencia fue una vergüenza,Negativo,1
el proceso estuvo sin drama,Positivo,0
la aplicación estuvo de lujo,Positivo,0
la plataforma fue genial,Positivo,0
el producto fue joya,Positivo,0
en general el trámite fue re malo,Negativo,1
en general la atención fue sin drama,Positivo,0
la verdad la experiencia fue anda perfecto,Positivo,0
la atención estuvo me hizo perder tiempo,Negativo,1
mi opinión es que el proceso fue rápido y eficaz,Positivo,0
en general el servicio fue una decepción,Negativo,1
mi opinión es que la compra fue anda perfecto,Positivo,0
la compra fue me dejó recaliente,Negativo,1
lamentablemente la atención fue no recomendable,Negativo,1
lamentablemente la experiencia fue me dejó recaliente,Negativo,1
la verdad el sistema fue excelente experiencia,Positivo,0
lamentablemente la plataforma fue una pérdida total,Negativo,1
mi opinión es que la aplicación fue sin drama,Positivo,0
mi experiencia con el trámite fue impresentable,Negativo,1
en general el trámite fue excelente experiencia,Positivo,0
en general la compra fue me sorprendió para bien,Positivo,0
la aplicación fue joya,Positivo,0
mi experiencia con la aplicación fue frustrante,Negativo,1
la aplicación fue muy flojo,Negativo,1
lamentablemente el proceso fue una pérdida total,Negativo,1
la atención estuvo una vergüenza,Negativo,1
en general la compra fue muy mal hecho,Negativo,1
la experiencia fue impecable,Positivo,0
la verdad la experiencia fue cumple de sobra,Positivo,0
la plataforma fue me encantó,Positivo,0
mi opinión es que la experiencia fue re bien,Positivo,0
el proceso fue una maravilla,Positivo,0
mi opinión es que el producto fue una masa,Positivo,0
la compra estuvo todo de primera,Positivo,0
en general la aplicación fue una porquería,Negativo,1
en general el proceso fue re malo,Negativo,1
mi experiencia con la atención fue una vergüenza,Negativo,1
el proceso fue no recomendable,Negativo,1
en general la experiencia fue re lento,Negativo,1
la compra fue funciona perfecto,Positivo,0
la atención fue decepcionante,Negativo,1
el producto fue muy conforme,Positivo,0
el producto fue buenísimo,Positivo,0
en general el producto fue recomendable,Positivo,0
mi opinión es que el trámite fue una masa,Positivo,0
la verdad la aplicación fue funciona de diez,Positivo,0
en general la experiencia fue todo ok,Positivo,0
mi opinión es que la compra fue mucho mejor de lo esperado,Positivo,0
mi opinión es que el proceso fue me sorprendió para bien,Positivo,0
mi experiencia con la compra fue malísimo,Negativo,1
la verdad el proceso fue funciona de diez,Positivo,0
en general la compra fue muy conforme,Positivo,0
en general el producto fue no vale la pena,Negativo,1
la experiencia fue anda para atrás,Negativo,1
en general la atención fue una pérdida total,Negativo,1
el sistema estuvo funciona perfecto,Positivo,0
el trámite fue re bueno,Positivo,0
la plataforma fue vale totalmente la pena,Positivo,0
el producto fue muy desprolijo,Negativo,1
el trámite estuvo muy malo,Negativo,1
la experiencia fue muy bien logrado,Positivo,0
lamentablemente el producto fue no recomendable,Negativo,1
mi opinión es que el servicio fue una masa,Positivo,0
en general la aplicación fue me dejó caliente,Negativo,1
lamentablemente la aplicación fue muy malo,Negativo,1
la verdad el sistema fue funciona perfecto,Positivo,0
lamentablemente el sistema fue una vergüenza,Negativo,1
en general la plataforma fue recomendable,Positivo,0
mi opinión es que el producto fue re piola,Positivo,0
el servicio estuvo anda perfecto,Positivo,0
el servicio estuvo muy desprolijo,Negativo,1
el sistema fue me hizo perder tiempo,Negativo,1
la aplicación fue muy conforme,Positivo,0
la aplicación estuvo funciona perfecto,Positivo,0
lamentablemente el servicio fue una pérdida total,Negativo,1
lamentablemente la atención fue de terror,Negativo,1
la plataforma estuvo muy malo,Negativo,1
lamentablemente el servicio fue anda para atrás,Negativo,1
el sistema fue poco serio,Negativo,1
lamentablemente el sistema fue no recomendable,Negativo,1
mi experiencia con el sistema fue una decepción,Negativo,1
en general la compra fue experiencia horrible,Negativo,1
mi experiencia con el producto fue muy flojo,Negativo,1
lamentablemente la atención fue flojo,Negativo,1
en general la aplicación fue cumple al 100,Positivo,0
la verdad la aplicación fue mucho mejor de lo esperado,Positivo,0
la plataforma estuvo pésimo,Negativo,1
el trámite fue re bien,Positivo,0
mi experiencia con la experiencia fue de terror,Negativo,1
mi opinión es que el trámite fue excelente experiencia,Positivo,0
la plataforma fue excelente experiencia,Positivo,0
la aplicación fue muy desprolijo,Negativo,1
la compra fue de primera,Positivo,0
la experiencia estuvo no cumple,Negativo,1
la compra fue funciona mal,Negativo,1
el sistema fue muy malo,Negativo,1
en general la atención fue muy buena onda,Positivo,0
lamentablemente el servicio fue una pérdida de tiempo,Negativo,1
mi opinión es que el trámite fue muy conforme,Positivo,0
mi experiencia con el trámite fue re lento,Negativo,1
la verdad el sistema fue muy recomendable,Positivo,0
la aplicación estuvo genial,Positivo,0
lamentablemente el producto fue desastroso,Negativo,1
la verdad el sistema fue cumple de sobra,Positivo,0
mi opinión es que el proceso fue de lujo,Positivo,0
mi opinión es que la aplicación fue genial,Positivo,0
lamentablemente el sistema fue muy flojo,Negativo,1
mi opinión es que el trámite fue me dejó re conforme,Positivo,0
el trámite estuvo sin drama,Positivo,0
el proceso estuvo muy mal hecho,Negativo,1
mi opinión es que la atención fue todo de primera,Positivo,0
la verdad el trámite fue cumple al 100,Positivo,0
el servicio fue re lento,Negativo,1
la verdad el producto fue impecable,Positivo,0
el sistema fue anda mal,Negativo,1
lamentablemente el servicio fue horrible,Negativo,1
la aplicación estuvo todo ok,Positivo,0
mi opinión es que el producto fue vale la pena,Positivo,0
lamentablemente la aplicación fue flojo,Negativo,1
lamentablemente el servicio fue muy flojo,Negativo,1
el trámite fue no sirve,Negativo,1
mi experiencia con el producto fue muy desprolijo,Negativo,1
la verdad el proceso fue espectacular,Positivo,0
mi opinión es que la plataforma fue me sorprendió para bien,Positivo,0
lamentablemente el trámite fue muy desprolijo,Negativo,1
en general el proceso fue mal organizado,Negativo,1
mi experiencia con la atención fue malísimo,Negativo,1
el proceso fue copado,Positivo,0
en general la compra fue re bien,Positivo,0
la aplicación fue experiencia horrible,Negativo,1
en general la atención fue frustrante,Negativo,1
lamentablemente la atención fue anda para atrás,Negativo,1
en general el trámite fue muy recomendable,Positivo,0
el producto estuvo re bien,Positivo,0
la compra estuvo muy mal hecho,Negativo,1
el servicio fue super conforme,Positivo,0
la verdad el producto fue re bien,Positivo,0
la verdad la atención fue un gol,Positivo,0
en general el producto fue no cumple,Negativo,1
mi opinión es que el producto fue anda bárbaro,Positivo,0
el servicio fue experiencia horrible,Negativo,1
en general el trámite fue desastroso,Negativo,1
lamentablemente la aplicación fue no cumple,Negativo,1
en general la plataforma fue una pérdida total,Negativo,1
la compra fue una vergüenza,Negativo,1
en general el proceso fue cumple de sobra,Positivo,0
la verdad el producto fue espectacular,Positivo,0
la experiencia estuvo genial,Positivo,0
la atención estuvo malísimo,Negativo,1
lamentablemente el servicio fue una porquería,Negativo,1
lamentablemente la plataforma fue muy malo,Negativo,1
lamentablemente el sistema fue frustrante,Negativo,1
lamentablemente la experiencia fue una cagada,Negativo,1
en general la experiencia fue muy buena onda,Positivo,0
en general el proceso fue de terror,Negativo,1
en general la atención fue super conforme,Positivo,0
lamentablemente la experiencia fue una pérdida total,Negativo,1
el proceso fue una vergüenza,Negativo,1
en general el producto fue mucho mejor de lo esperado,Positivo,0
en general la plataforma fue un desastre,Negativo,1
la verdad el trámite fue un gol,Positivo,0
la compra fue no sirve,Negativo,1
lamentablemente la aplicación fue una pérdida total,Negativo,1
la verdad la atención fue me encantó,Positivo,0
el trámite fue anda para atrás,Negativo,1
en general la experiencia fue no recomendable,Negativo,1
mi opinión es que el producto fue muy conforme,Positivo,0
en general la plataforma fue me sorprendió para bien,Positivo,0
mi opinión es que el trámite fue impecable,Positivo,0
la experiencia estuvo una porquería,Negativo,1
lamentablemente el trámite fue poco serio,Negativo,1
la plataforma estuvo re lento,Negativo,1
en general la compra fue no vale la pena,Negativo,1
mi experiencia con el sistema fue anda mal,Negativo,1
mi opinión es que el servicio fue todo ok,Positivo,0
la compra fue frustrante,Negativo,1
el proceso fue bárbaro,Positivo,0
el sistema estuvo super conforme,Positivo,0
el sistema estuvo una maravilla,Positivo,0
el sistema estuvo impecable,Positivo,0
lamentablemente el producto fue un desastre,Negativo,1
el producto fue no cumple,Negativo,1
en general la plataforma fue me dejó recaliente,Negativo,1
el sistema estuvo vale la pena,Positivo,0
mi experiencia con la aplicación fue re malo,Negativo,1
en general la plataforma fue decepcionante,Negativo,1
la atención fue rápido y eficaz,Positivo,0
el servicio estuvo pésimo,Negativo,1
mi experiencia con la experiencia fue una decepción,Negativo,1
lamentablemente la atención fue un desastre,Negativo,1
lamentablemente la compra fue pésimo,Negativo,1
la aplicación fue una cagada,Negativo,1
