Frase,Sentimiento,Etiqueta
la plataforma estuvo muy buena experiencia,Positivo,0
lamentablemente la plataforma fue no cumplió,Negativo,1
mi experiencia con la experiencia fue me encantó,Positivo,0
el sistema estuvo muy desordenado,Negativo,1
en general el producto fue flojo,Negativo,1
mi experiencia con el servicio fue genial,Positivo,0
mi experiencia con el producto fue recomendadísimo,Positivo,0
el servicio fue muy recomendado,Positivo,0
el trámite fue muy mal hecho,Negativo,1
la aplicación fue muy mal hecho,Negativo,1
el trámite fue no cumplió,Negativo,1
mi experiencia con la experiencia fue todo salió perfecto,Positivo,0
el sistema fue pésimo,Negativo,1
la plataforma fue me encantó,Positivo,0
lamentablemente el servicio fue flojo,Negativo,1
el servicio fue muy incumplido,Negativo,1
en general el producto fue excelente,Positivo,0
lamentablemente el trámite fue pésimo,Negativo,1
el proceso fue todo salió excelente,Positivo,0
lamentablemente el proceso fue me fue mal,Negativo,1
la atención fue todo perfecto,Positivo,0
mi experiencia con el sistema fue me sorprendió,Positivo,0
mi experiencia con la aplicación fue muy bueno,Positivo,0
mi experiencia con el sistema fue muy regular,Negativo,1
mi experiencia con el servicio fue me pareció genial,Positivo,0
la compra estuvo funciona mal,Negativo,1
el proceso estuvo super bacano,Positivo,0
lamentablemente el trámite fue una porquería,Negativo,1
el producto fue una chimba,Positivo,0
en general la plataforma fue muy desordenado,Negativo,1
el proceso estuvo no sirve,Negativo,1
la compra estuvo me dejó contento,Positivo,0
mi experiencia con el producto fue vale la pena,Positivo,0
el proceso estuvo flojo,Negativo,1
en general el servicio fue pésimo,Negativo,1
lamentablemente el servicio fue muy deficiente,Negativo,1
la atención fue muy incumplido,Negativo,1
en general el servicio fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue nada recomendable,Negativo,1
lamentablemente la atención fue mala experiencia,Negativo,1
la compra fue muy malo,Negativo,1
la plataforma fue quedé feliz,Positivo,0
en general el proceso fue muy incumplido,Negativo,1
la atención fue genial,Positivo,0
mi experiencia con el trámite fue cumple totalmente,Positivo,0
en general la plataforma fue muy bien logrado,Positivo,0
mi experiencia con el producto fue todo salió perfecto,Positivo,0
el producto estuvo me sorprendió,Positivo,0
la atención fue muy bueno,Positivo,0
la atención estuvo me gustó mucho,Positivo,0
el sistema estuvo flojo,Negativo,1
mi experiencia con la aplicación fue fue un caos,Negativo,1
el trámite fue excelente,Positivo,0
lamentablemente el proceso fue una pérdida de tiempo,Negativo,1
lamentablemente el proceso fue funciona mal,Negativo,1
el sistema fue me dejó aburrido,Negativo,1
mi experiencia con el trámite fue genial,Positivo,0
el sistema estuvo horrible,Negativo,1
la experiencia fue muy desordenado,Negativo,1
la verdad la compra fue genial,Positivo,0
el servicio estuvo genial,Positivo,0
la compra fue nada recomendable,Negativo,1
el proceso fue muy mal hecho,Negativo,1
el producto estuvo una nota,Positivo,0
la verdad el producto fue todo salió excelente,Positivo,0
la aplicación estuvo muy malo,Negativo,1
mi experiencia con la compra fue flojo,Negativo,1
mi experiencia con la aplicación fue terrible,Negativo,1
mi experiencia con la aplicación fue una chimba,Positivo,0
mi experiencia con la plataforma fue me sorprendió,Positivo,0
lamentablemente el trámite fue muy mala atención,Negativo,1
lamentablemente el producto fue no lo recomiendo,Negativo,1
en general el sistema fue muy buena experiencia,Positivo,0
la atención fue todo salió bien,Positivo,0
la atención estuvo nada recomendable,Negativo,1
el servicio estuvo decepcionante,Negativo,1
el sistema fue muy lento,Negativo,1
el proceso estuvo muy mala atención,Negativo,1
mi experiencia con el producto fue muy malo,Negativo,1
la atención fue me dejó inconforme,Negativo,1
la verdad el proceso fue muy bien logrado,Positivo,0
mi experiencia con la plataforma fue fue un caos,Negativo,1
la plataforma fue todo salió perfecto,Positivo,0
mi experiencia con la experiencia fue muy bien logrado,Positivo,0
mi experiencia con la plataforma fue muy bien hecho,Positivo,0
lamentablemente el proceso fue nada recomendable,Negativo,1
la plataforma fue me fue mal,Negativo,1
mi experiencia con el proceso fue muy lento,Negativo,1
mi experiencia con el producto fue super bacano,Positivo,0
la aplicación fue malísimo,Negativo,1
la verdad el trámite fue muy buena atención,Positivo,0
la verdad el trámite fue quedé feliz,Positivo,0
la aplicación fue genial,Positivo,0
la aplicación fue fatal,Negativo,1
en general la aplicación fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue mala experiencia,Negativo,1
la compra fue muy bien hecho,Positivo,0
en general el proceso fue fatal,Negativo,1
en general el trámite fue decepcionante,Negativo,1
la verdad el proceso fue funciona perfecto,Positivo,0
el servicio fue funciona de maravilla,Positivo,0
mi experiencia con el proceso fue me gustó mucho,Positivo,0
la plataforma estuvo me sorprendió,Positivo,0
el trámite estuvo muy deficiente,Negativo,1
el proceso fue no cumplió,Negativo,1
en general la plataforma fue bacano,Positivo,0
el servicio estuvo me sacó la piedra,Negativo,1
lamentablemente el trámite fue me dejó inconforme,Negativo,1
el servicio estuvo me decepcionó,Negativo,1
la experiencia fue una porquería,Negativo,1
la verdad el servicio fue muy buena experiencia,Positivo,0
en general la aplicación fue nada recomendable,Negativo,1
mi experiencia con el sistema fue muy desordenado,Negativo,1
la verdad la atención fue muy bien hecho,Positivo,0
la verdad el servicio fue una chimba,Positivo,0
la aplicación fue me encantó,Positivo,0
la verdad la aplicación fue vale la pena,Positivo,0
la verdad el proceso fue todo perfecto,Positivo,0
el producto estuvo muy satisfecho,Positivo,0
en general el producto fue una chimba,Positivo,0
el proceso estuvo me dejó contento,Positivo,0
lamentablemente la experiencia fue muy malo,Negativo,1
la experiencia estuvo malísimo,Negativo,1
la verdad la experiencia fue todo salió bien,Positivo,0
mi experiencia con el trámite fue una chimba,Positivo,0
la experiencia fue experiencia horrible,Negativo,1
en general el trámite fue mal atendido,Negativo,1
en general el proceso fue quedé feliz,Positivo,0
la aplicación fue una pérdida de tiempo,Negativo,1
lamentablemente la atención fue me decepcionó,Negativo,1
mi experiencia con la compra fue muy regular,Negativo,1
en general la aplicación fue me sacó la piedra,Negativo,1
en general la compra fue me decepcionó,Negativo,1
en general la experiencia fue una chimba,Positivo,0
lamentablemente el producto fue no sirve,Negativo,1
en general la compra fue una chimba,Positivo,0
el trámite estuvo muy incumplido,Negativo,1
la atención estuvo no valió la pena,Negativo,1
la plataforma fue muy bueno,Positivo,0
en general el proceso fue no cumplió,Negativo,1
la verdad el producto fue muy buena experiencia,Positivo,0
en general el producto fue me dejó aburrido,Negativo,1
lamentablemente la aplicación fue muy regular,Negativo,1
mi experiencia con el servicio fue muy lento,Negativo,1
en general la atención fue cumple totalmente,Positivo,0
mi experiencia con el proceso fue rápido y eficiente,Positivo,0
la verdad la aplicación fue muy recomendado,Positivo,0
en general la experiencia fue malísimo,Negativo,1
la atención estuvo terrible,Negativo,1
el sistema fue horrible,Negativo,1
mi experiencia con el servicio fue frustrante,Negativo,1
el producto fue muy bien logrado,Positivo,0
el proceso estuvo experiencia horrible,Negativo,1
el producto fue me fue mal,Negativo,1
en general el sistema fue nada recomendable,Negativo,1
lamentablemente la aplicación fue muy mal hecho,Negativo,1
la atención estuvo funciona mal,Negativo,1
lamentablemente la compra fue muy malo,Negativo,1
la verdad la experiencia fue muy cumplido,Positivo,0
en general el servicio fue flojo,Negativo,1
mi experiencia con el proceso fue recomendadísimo,Positivo,0
lamentablemente el trámite fue me fue mal,Negativo,1
la aplicación estuvo muy deficiente,Negativo,1
el servicio estuvo me fue muy bien,Positivo,0
mi experiencia con la aplicación fue todo salió excelente,Positivo,0
lamentablemente la atención fue mal atendido,Negativo,1
mi experiencia con la compra fue me dejó satisfecho,Positivo,0
el sistema fue muy malo,Negativo,1
en general el proceso fue malísimo,Negativo,1
mi experiencia con la compra fue no sirve,Negativo,1
lamentablemente el trámite fue un desastre,Negativo,1
mi experiencia con el producto fue todo salió excelente,Positivo,0
el servicio estuvo terrible,Negativo,1
lamentablemente el sistema fue mal atendido,Negativo,1
la atención estuvo excelente,Positivo,0
en general el trámite fue muy buena experiencia,Positivo,0
la verdad el producto fue me sorprendió,Positivo,0
lamentablemente la experiencia fue flojo,Negativo,1
la plataforma estuvo fue un caos,Negativo,1
la atención fue pésimo,Negativo,1
la compra estuvo frustrante,Negativo,1
en general la atención fue una nota,Positivo,0
lamentablemente el trámite fue me decepcionó,Negativo,1
mi experiencia con el producto fue frustrante,Negativo,1
la verdad la atención fue muy bien logrado,Positivo,0
el sistema estuvo de primera,Positivo,0
la experiencia fue todo salió bien,Positivo,0
en general el servicio fue me dejó contento,Positivo,0
en general la atención fue funciona perfecto,Positivo,0
el sistema fue muy cumplido,Positivo,0
el producto estuvo fatal,Negativo,1
mi experiencia con la aplicación fue muy recomendado,Positivo,0
la verdad el proceso fue recomendadísimo,Positivo,0
el proceso fue me dejó contento,Positivo,0
el proceso estuvo muy regular,Negativo,1
en general el proceso fue todo salió excelente,Positivo,0
en general el proceso fue horrible,Negativo,1
la verdad el trámite fue una chimba,Positivo,0
el proceso estuvo cumple totalmente,Positivo,0
mi experiencia con el producto fue experiencia horrible,Negativo,1
el servicio estuvo pésimo,Negativo,1
mi experiencia con el sistema fue me pareció genial,Positivo,0
mi experiencia con el proceso fue excelente,Positivo,0
mi experiencia con la experiencia fue me sacó la piedra,Negativo,1
el producto estuvo muy bien logrado,Positivo,0
el servicio estuvo bacano,Positivo,0
la experiencia fue mal atendido,Negativo,1
la verdad el producto fue todo salió perfecto,Positivo,0
el proceso estuvo malísimo,Negativo,1
la compra estuvo una pérdida de tiempo,Negativo,1
el proceso estuvo muy satisfecho,Positivo,0
la aplicación estuvo funciona mal,Negativo,1
la compra estuvo de primera,Positivo,0
lamentablemente el proceso fue pésimo,Negativo,1
el sistema estuvo muy lento,Negativo,1
la aplicación fue me dejó contento,Positivo,0
en general el servicio fue una porquería,Negativo,1
el trámite estuvo cumple totalmente,Positivo,0
mi experiencia con el proceso fue no lo recomiendo,Negativo,1
el proceso estuvo rápido y eficiente,Positivo,0
en general la atención fue horrible,Negativo,1
la verdad el producto fue muy cumplido,Positivo,0
la verdad el producto fue recomendadísimo,Positivo,0
en general la compra fue de lo mejor,Positivo,0
en general la atención fue me dejó satisfecho,Positivo,0
la verdad el producto fue me dejó contento,Positivo,0
mi experiencia con la aplicación fue de lo mejor,Positivo,0
mi experiencia con la aplicación fue muy bien hecho,Positivo,0
mi experiencia con el sistema fue muy bueno,Positivo,0
en general la compra fue rápido y eficiente,Positivo,0
en general el servicio fue fatal,Negativo,1
en general la plataforma fue muy buena experiencia,Positivo,0
la plataforma fue frustrante,Negativo,1
la plataforma fue no lo recomiendo,Negativo,1
la compra estuvo me sorprendió,Positivo,0
la aplicación fue bacano,Positivo,0
la verdad la aplicación fue muy bueno,Positivo,0
lamentablemente la aplicación fue nada recomendable,Negativo,1
mi experiencia con la experiencia fue funciona terrible,Negativo,1
la aplicación estuvo muy buena experiencia,Positivo,0
en general la atención fue me fue mal,Negativo,1
mi experiencia con la aplicación fue me gustó mucho,Positivo,0
la verdad el proceso fue cumple totalmente,Positivo,0
mi experiencia con la compra fue me gustó mucho,Positivo,0
el proceso fue muy regular,Negativo,1
en general el proceso fue muy desordenado,Negativo,1
la verdad el proceso fue de primera,Positivo,0
el trámite estuvo bacano,Positivo,0
el sistema fue muy buena experiencia,Positivo,0
en general la plataforma fue muy deficiente,Negativo,1
la compra fue muy regular,Negativo,1
en general el proceso fue una nota,Positivo,0
el sistema estuvo muy mal hecho,Negativo,1
la plataforma estuvo una porquería,Negativo,1
la plataforma fue muy malo,Negativo,1
el servicio estuvo muy deficiente,Negativo,1
mi experiencia con la aplicación fue pésimo,Negativo,1
la aplicación estuvo me dejó inconforme,Negativo,1
en general el proceso fue me fue muy bien,Positivo,0
la verdad el trámite fue todo salió excelente,Positivo,0
mi experiencia con el sistema fue no valió la pena,Negativo,1
mi experiencia con el trámite fue muy bueno,Positivo,0
el producto fue genial,Positivo,0
mi experiencia con la aplicación fue flojo,Negativo,1
la verdad el proceso fue una chimba,Positivo,0
lamentablemente la plataforma fue fue un caos,Negativo,1
lamentablemente el proceso fue decepcionante,Negativo,1
mi experiencia con el sistema fue mala experiencia,Negativo,1
mi experiencia con el servicio fue pésimo,Negativo,1
en general el servicio fue fue un caos,Negativo,1
el servicio fue muy buena experiencia,Positivo,0
la plataforma fue me fue muy bien,Positivo,0
la verdad el producto fue muy recomendado,Positivo,0
mi experiencia con la aplicación fue me dejó inconforme,Negativo,1
la plataforma fue me sacó la piedra,Negativo,1
la verdad el sistema fue funciona de maravilla,Positivo,0
mi experiencia con la aplicación fue me sorprendió,Positivo,0
el trámite estuvo funciona terrible,Negativo,1
lamentablemente el servicio fue me decepcionó,Negativo,1
la verdad la plataforma fue funciona de maravilla,Positivo,0
la atención estuvo de lo mejor,Positivo,0
en general la experiencia fue vale la pena,Positivo,0
mi experiencia con el trámite fue terrible,Negativo,1
el sistema fue todo salió perfecto,Positivo,0
en general la experiencia fue me encantó,Positivo,0
el trámite estuvo un desastre,Negativo,1
el proceso fue muy lento,Negativo,1
la aplicación estuvo funciona terrible,Negativo,1
la verdad la plataforma fue me pareció genial,Positivo,0
la plataforma fue muy deficiente,Negativo,1
la aplicación fue cumple totalmente,Positivo,0
la plataforma fue muy lento,Negativo,1
la plataforma fue cumple totalmente,Positivo,0
la aplicación fue todo salió perfecto,Positivo,0
en general la plataforma fue nada recomendable,Negativo,1
el servicio fue nada recomendable,Negativo,1
lamentablemente la plataforma fue muy desordenado,Negativo,1
lamentablemente la experiencia fue decepcionante,Negativo,1
mi experiencia con el sistema fue una chimba,Positivo,0
lamentablemente el servicio fue muy malo,Negativo,1
el sistema estuvo muy malo,Negativo,1
en general la experiencia fue me pareció genial,Positivo,0
la compra estuvo muy incumplido,Negativo,1
la compra estuvo muy mala atención,Negativo,1
mi experiencia con la compra fue muy malo,Negativo,1
mi experiencia con el sistema fue muy bien hecho,Positivo,0
en general el servicio fue me fue mal,Negativo,1
la atención fue funciona perfecto,Positivo,0
mi experiencia con la experiencia fue mala experiencia,Negativo,1
la compra estuvo no valió la pena,Negativo,1
en general la atención fue me dejó inconforme,Negativo,1
la compra fue flojo,Negativo,1
en general el producto fue muy malo,Negativo,1
lamentablemente el servicio fue decepcionante,Negativo,1
la verdad la experiencia fue funciona perfecto,Positivo,0
lamentablemente el producto fue mal atendido,Negativo,1
la verdad la experiencia fue de primera,Positivo,0
la verdad el proceso fue me dejó contento,Positivo,0
la experiencia estuvo vale la pena,Positivo,0
la plataforma fue fatal,Negativo,1
en general la aplicación fue me dejó contento,Positivo,0
en general el trámite fue super bacano,Positivo,0
la compra estuvo experiencia horrible,Negativo,1
la aplicación fue muy buena experiencia,Positivo,0
la plataforma fue horrible,Negativo,1
mi experiencia con la atención fue una porquería,Negativo,1
en general el trámite fue una chimba,Positivo,0
en general la compra fue me dejó satisfecho,Positivo,0
en general el sistema fue me dejó aburrido,Negativo,1
mi experiencia con el servicio fue muy satisfecho,Positivo,0
mi experiencia con la atención fue funciona terrible,Negativo,1
el trámite fue todo salió excelente,Positivo,0
mi experiencia con la compra fue funciona terrible,Negativo,1
en general la experiencia fue me dejó satisfecho,Positivo,0
mi experiencia con la experiencia fue funciona perfecto,Positivo,0
la experiencia fue funciona terrible,Negativo,1
la verdad el sistema fue muy satisfecho,Positivo,0
la experiencia estuvo me dejó inconforme,Negativo,1
el sistema estuvo una maravilla,Positivo,0
el trámite estuvo funciona perfecto,Positivo,0
la verdad la plataforma fue bacano,Positivo,0
en general la atención fue funciona de maravilla,Positivo,0
mi experiencia con la plataforma fue muy incumplido,Negativo,1
en general el producto fue muy deficiente,Negativo,1
la plataforma estuvo me dejó satisfecho,Positivo,0
la compra fue todo salió bien,Positivo,0
la experiencia fue quedé feliz,Positivo,0
mi experiencia con el proceso fue fatal,Negativo,1
el sistema fue muy bien logrado,Positivo,0
mi experiencia con el producto fue terrible,Negativo,1
la plataforma fue me dejó contento,Positivo,0
lamentablemente la atención fue no lo recomiendo,Negativo,1
la atención estuvo funciona perfecto,Positivo,0
el servicio estuvo funciona de maravilla,Positivo,0
mi experiencia con el proceso fue bacano,Positivo,0
mi experiencia con la plataforma fue muy mal hecho,Negativo,1
el producto estuvo fue un caos,Negativo,1
en general el sistema fue bacano,Positivo,0
la aplicación fue una chimba,Positivo,0
mi experiencia con el trámite fue muy bien hecho,Positivo,0
en general el sistema fue me dejó inconforme,Negativo,1
la plataforma estuvo me fue muy bien,Positivo,0
en general la compra fue malísimo,Negativo,1
el proceso fue excelente,Positivo,0
la atención fue funciona mal,Negativo,1
mi experiencia con la aplicación fue muy malo,Negativo,1
en general la experiencia fue muy mal hecho,Negativo,1
mi experiencia con el servicio fue de lo mejor,Positivo,0
el sistema fue muy bien hecho,Positivo,0
lamentablemente el sistema fue muy desordenado,Negativo,1
la verdad la aplicación fue muy bien hecho,Positivo,0
en general la compra fue no sirve,Negativo,1
la compra fue muy buena atención,Positivo,0
la experiencia estuvo muy lento,Negativo,1
la verdad la compra fue muy cumplido,Positivo,0
el trámite fue nada recomendable,Negativo,1
mi experiencia con el sistema fue me dejó inconforme,Negativo,1
mi experiencia con el proceso fue flojo,Negativo,1
el trámite estuvo una pérdida de tiempo,Negativo,1
lamentablemente la atención fue me dejó aburrido,Negativo,1
la atención estuvo de primera,Positivo,0
lamentablemente la atención fue funciona terrible,Negativo,1
en general el producto fue muy regular,Negativo,1
el producto fue muy bien hecho,Positivo,0
el producto fue me dejó inconforme,Negativo,1
en general la compra fue todo perfecto,Positivo,0
la experiencia estuvo me fue mal,Negativo,1
en general el trámite fue muy regular,Negativo,1
en general la atención fue muy incumplido,Negativo,1
el producto estuvo me dejó contento,Positivo,0
mi experiencia con la aplicación fue frustrante,Negativo,1
la verdad la aplicación fue me gustó mucho,Positivo,0
el trámite estuvo no cumplió,Negativo,1
en general la compra fue vale la pena,Positivo,0
el servicio estuvo nada recomendable,Negativo,1
en general el producto fue muy recomendado,Positivo,0
mi experiencia con el proceso fue me decepcionó,Negativo,1
la plataforma estuvo muy desordenado,Negativo,1
la compra fue funciona mal,Negativo,1
mi experiencia con la atención fue excelente,Positivo,0
lamentablemente el servicio fue no lo recomiendo,Negativo,1
la plataforma fue una chimba,Positivo,0
mi experiencia con la plataforma fue no valió la pena,Negativo,1
mi experiencia con la atención fue no valió la pena,Negativo,1
en general el sistema fue muy desordenado,Negativo,1
en general el trámite fue de lo mejor,Positivo,0
mi experiencia con la experiencia fue me dejó contento,Positivo,0
el trámite estuvo una porquería,Negativo,1
en general el sistema fue me encantó,Positivo,0
el producto fue no sirve,Negativo,1
el servicio estuvo una nota,Positivo,0
el proceso fue mal atendido,Negativo,1
mi experiencia con la experiencia fue quedé feliz,Positivo,0
mi experiencia con el trámite fue todo salió excelente,Positivo,0
el producto estuvo decepcionante,Negativo,1
la plataforma fue me sorprendió,Positivo,0
el trámite fue muy buena atención,Positivo,0
en general el producto fue experiencia horrible,Negativo,1
en general el trámite fue frustrante,Negativo,1
la aplicación fue muy bien logrado,Positivo,0
lamentablemente el producto fue me dejó aburrido,Negativo,1
mi experiencia con el sistema fue de primera,Positivo,0
el proceso fue no lo recomiendo,Negativo,1
el proceso fue super bacano,Positivo,0
el servicio fue todo salió excelente,Positivo,0
el trámite estuvo me dejó aburrido,Negativo,1
lamentablemente la aplicación fue una pérdida de tiempo,Negativo,1
el proceso estuvo me dejó aburrido,Negativo,1
la experiencia fue muy lento,Negativo,1
en general la aplicación fue me sorprendió,Positivo,0
la atención fue recomendadísimo,Positivo,0
la verdad la compra fue excelente,Positivo,0
la experiencia estuvo muy bien logrado,Positivo,0
la experiencia estuvo muy deficiente,Negativo,1
la verdad el proceso fue muy satisfecho,Positivo,0
mi experiencia con la compra fue me dejó aburrido,Negativo,1
el trámite fue me encantó,Positivo,0
el trámite fue me sorprendió,Positivo,0
mi experiencia con la compra fue de primera,Positivo,0
el sistema fue funciona de maravilla,Positivo,0
la aplicación estuvo una pérdida de tiempo,Negativo,1
